,Topic,Count,Name
1856,1855,11,1855_used cars_cars personal finances_used cars personal_buy used car
1857,1856,11,1856_comedy humor tell_tell joke ronny_tell joke margaret_ronny chieng comedy
1858,1857,11,1857_natural gas company_exxon mobil_exxon mobil chevron_reports exxon mobil
1859,1858,11,1858_immune system_ncov immune system_coronavirus ncov immune_coronavirus turns body
1860,1859,11,1859_snow_snowstorms_snow snowstorms_snowstorm
1861,1860,10,1860_football trades_rams football trades_draft_jets
1862,1861,10,1861_knitting_knit_knitting knit_knitting knit goods
1863,1862,10,1862_admission test_sat college admission_sat college_college admission test
1864,1863,10,1863_home repairs improvements_home repairs_furniture restoration renovation_interior design furnishings
1865,1864,10,1864_debt progressives_politics government student_student debt_dilemma student
1866,1865,10,1865_social distancing_coronavirus ncov social_social distancing coronavirus_distancing coronavirus
1867,1866,10,1866_writing skills education_skills education_reading writing skills_writing skills
1868,1867,10,1867_books literature united_literature united_literature united states_trump books literature
1869,1868,10,1868_nasa mars_mars helicopter_nasa mars helicopter_mars rover
1870,1869,10,1869_concert_music coronavirus_central park_music coronavirus reopenings
1871,1870,10,1870_shopping retail yourfeedselfcare_shopping retail_culture shopping retail_life culture shopping
1872,1871,10,1871_pennsylvania presidential_caucuses pennsylvania presidential_internalelectionopen pennsylvania election_pennsylvania election results
1873,1872,10,1872_slavery historical civil_historical civil_slavery_reconstruction era
1874,1873,10,1873_park park avenue_wants bring park_york city wants_recreation areas playgrounds
1875,1874,10,1874_trump ukraine_trump ukraine call_ukraine trumpukraine_ukraine trumpukraine whistleblower
1876,1875,10,1875_hometown_york snapshot documentary_part one towns_places west indianamerican
1877,1876,10,1876_mummification_mummies mummification_mummies_skull body
1878,1877,10,1877_midwest coronavirus ncov_midwest coronavirus_midwest outbreak accelerating_internalessential midwest outbreak
1879,1878,10,1878_government biden bernie_biden bernie_sanders biden_bernie
1880,1879,10,1879_recipes_spring kitchen_cookbooks food staff_cookbooks need summery
1881,1880,10,1880_2020 corrections june_2020 corrections_2020 corrections july_corrections june 2020
1882,1881,10,1881_parties social philanthropy_parties social fashion_social fashion apparel_parties social fanciful
1883,1882,10,1882_soccer women_world cup soccer_soccer vlatko andonovski_cup soccer women
1884,1883,10,1883_costumes movies_fashion apparel museums_apparel costumes movies_fashion apparel costumes
1885,1884,10,1884_house democrat_elections house representatives_elections house_government elections house
1886,1885,10,1885_children coronavirus_childhood coronavirus_children childhood coronavirus_childhood coronavirus risks
1887,1886,10,1886_hockey_ice black people_hockey ice black_racial taunts
1888,1887,10,1887_zionism_palestinians_judaism zionism_jews judaism zionism
1889,1888,10,1888_skiers_avalanches alpine skiing_avalanches deaths_avalanches deaths fatalities
1890,1889,10,1889_pies_pies cooking_pies cooking cookbooks_pies leave holiday
1891,1890,10,1890_ncov employee fringe_paid leave_employee fringe_employee fringe benefits
1892,1891,10,1891_ncov hygiene cleanliness_coronavirus ncov hygiene_ncov hygiene_hygiene cleanliness respiratory
1893,1892,10,1892_inspectors general_trump inspector general_oversight united states_inspectors general coronavirus
1894,1893,10,1893_alexa_automation smart homes_home automation smart_home automation
1895,1894,10,1894_emissions_gas emissions_greenhouse gas emissions_greenhouse gas
1896,1895,10,1895_rising coronavirus_washington_covid 19 rising_coronavirus surging capital
1897,1896,10,1896_mnuchin_steven mnuchin_ncov mnuchin_economy coronavirus aid
1898,1897,10,1897_trump election tactics_unsavory company trump_election tactics put_trump election
1899,1898,10,1898_chris cuomo_television sexual harassment_cuomo_chris cuomo cnn
1900,1899,10,1899_best sellers books_seller books literature_kevin wilson wrote_future best seller
1901,1900,10,1900_voting cases_appeals courts_us absentee voting_election know
1902,1901,10,1901_airports airlines airplanes_la guardia airport_guardia airport_makeover airports coronavirus
1903,1902,10,1902_diplomats_russian diplomats_espionage intelligence_prisoners italy expels
1904,1903,10,1903_politics liberalism_liberalism us politics_liberalism_us politics liberalism
1905,1904,10,1904_breaking bread_cookbooks french food_french food cuisine_peace meals documentary
1906,1905,10,1905_venice_cruise ships_shipping venice cruise_shipping venice
1907,1906,10,1906_legal profession_public interest lawyer_obituaries legal profession_legal profession robin
1908,1907,10,1907_coronavirus ncov poetry_poets coronavirus ncov_poets coronavirus_poetry poets coronavirus
1909,1908,10,1908_kissinger_foreign policy books_henry kissinger_policy books literature
